"ADD,1,BUY,4456424,251.70"
"ADD,2,SELL,9487878,271.85"
"ADD,3,BUY,26833684,282.50"
"ADD,4,BUY,15682286,294.35"
"ADD,5,BUY,19870977,314.55"
"CANCEL,2"
"ADD,6,BUY,12544322,288.50"
"ADD,7,BUY,12109507,301.70"
"CANCEL,6"
"ADD,8,BUY,13460592,316.30"
"ADD,9,SELL,10729180,308.75"
"ADD,10,BUY,10083321,314.20"
"ADD,11,SELL,11481392,319.60"
"CANCEL,5"
"ADD,12,SELL,17137072,326.35"
"ADD,13,BUY,13163301,326.15"
"ADD,14,SELL,9752949,319.95"
"ADD,15,SELL,15014556,334.95"
"ADD,16,BUY,11734252,338.35"
"ADD,17,BUY,10191331,328.15"
"ADD,18,SELL,10707804,334.05"
"ADD,19,SELL,9950848,340.15"
"ADD,20,SELL,6771527,341.65"
"ADD,21,SELL,7106910,344.15"
"ADD,22,BUY,8193641,343.60"
"CANCEL,16"
"ADD,23,BUY,11436821,350.40"
"ADD,24,SELL,10792579,355.75"
"ADD,25,BUY,8155627,363.30"
"ADD,26,BUY,5127399,352.10"
"CANCEL,26"
"ADD,27,SELL,7876392,348.15"
"ADD,28,SELL,7670820,354.55"
"CANCEL,19"
"ADD,29,SELL,2944404,345.65"
"ADD,30,BUY,7192242,334.35"
"ADD,31,BUY,4831725,329.80"
"ADD,32,BUY,5663873,336.75"
"CANCEL,10"
"ADD,33,BUY,5026004,333.10"
"ADD,34,BUY,9970107,310.85"
"CANCEL,3"
"ADD,35,BUY,12536245,291.75"
"ADD,36,SELL,4636776,268.45"
"ADD,37,BUY,10430713,253.95"
"ADD,38,BUY,9560450,242.30"
"ADD,39,SELL,7256376,232.95"
"ADD,40,SELL,5545792,231.30"
"ADD,41,SELL,6597169,216.85"
"ADD,42,BUY,10765401,203.20"
"ADD,43,BUY,10106318,219.20"
"ADD,44,BUY,5711222,236.75"
"CANCEL,8"
"ADD,45,BUY,6838036,237.90"
"ADD,46,SELL,4931613,243.40"
"ADD,47,BUY,4286132,240.95"
"ADD,48,BUY,2637850,240.60"
"ADD,49,SELL,4141666,259.85"
"ADD,50,SELL,7026761,280.65"
"ADD,51,BUY,10277833,271.30"
"ADD,52,BUY,17168324,293.00"
"ADD,53,BUY,19704184,316.45"
"ADD,54,SELL,21353020,328.60"
"ADD,55,BUY,13530488,302.35"
"ADD,56,SELL,25186375,302.25"
"ADD,57,BUY,16239068,326.15"
"ADD,58,SELL,11686144,352.25"
"ADD,59,BUY,22110719,364.55"
"ADD,60,BUY,9759550,353.75"
"ADD,61,BUY,17263869,337.95"
"ADD,62,SELL,225213,310.95"
"ADD,63,SELL,15931668,298.40"
"CANCEL,42"
"CANCEL,46"
"ADD,64,BUY,19387991,337.75"
"ADD,65,SELL,17618258,336.95"
"ADD,66,BUY,15809540,332.05"
"ADD,67,SELL,16998445,357.95"
"ADD,68,SELL,29547592,345.65"
"ADD,69,BUY,13426369,345.05"
"CANCEL,20"
"ADD,70,SELL,13760253,328.00"
"ADD,71,SELL,11327281,337.20"
"ADD,72,BUY,11144621,335.35"
"ADD,73,BUY,5891336,324.00"
"CANCEL,59"
"CANCEL,36"
"CANCEL,21"
"ADD,74,BUY,4135346,315.90"
"CANCEL,70"
"CANCEL,45"
"ADD,75,BUY,7802567,318.85"
"ADD,76,SELL,5382755,310.10"
"ADD,77,BUY,7967132,315.60"
"ADD,78,BUY,3117749,312.45"
"ADD,79,SELL,4169391,314.75"
"ADD,80,SELL,4041968,312.75"
"ADD,81,BUY,2617268,312.80"
"ADD,82,SELL,3504803,316.45"
"ADD,83,SELL,11805354,339.45"
"ADD,84,BUY,5690548,343.80"
"ADD,85,BUY,8452065,343.90"
"ADD,86,BUY,5381385,339.20"
"ADD,87,BUY,5846405,337.45"
"CANCEL,75"
"ADD,88,BUY,3919322,338.80"
"ADD,89,SELL,3752088,337.95"
"ADD,90,BUY,4600458,340.85"
"ADD,91,BUY,12293372,341.20"
"ADD,92,BUY,4122051,339.40"
"ADD,93,BUY,6836937,338.50"
"CANCEL,77"
"ADD,94,SELL,6077043,331.45"
"ADD,95,SELL,4558790,332.25"
"CANCEL,95"
"CANCEL,14"
"CANCEL,64"
"ADD,96,BUY,19142742,345.00"
"ADD,97,BUY,15997583,337.75"
"CANCEL,66"
"ADD,98,BUY,7636206,334.50"
"ADD,99,BUY,1744726,333.75"
"ADD,100,SELL,7618018,342.25"
"ADD,101,SELL,6345573,340.80"
"ADD,102,BUY,9853239,348.15"
"ADD,103,BUY,5380769,345.40"
"CANCEL,40"
"ADD,104,SELL,14329060,362.35"
"ADD,105,SELL,7969212,361.20"
"ADD,106,SELL,9419083,368.50"
"CANCEL,32"
"ADD,107,SELL,5052490,370.05"
"ADD,108,SELL,5945560,365.75"
"ADD,109,BUY,6403575,361.20"
"ADD,110,BUY,6151343,363.30"
"CANCEL,83"
"ADD,111,SELL,4178056,354.10"
"ADD,112,SELL,8901351,357.60"
"CANCEL,96"
"CANCEL,44"
"ADD,113,SELL,6604953,333.90"
"ADD,114,SELL,3880880,325.60"
"ADD,115,SELL,8614501,344.05"
"ADD,116,SELL,5985200,340.45"
"CANCEL,90"
"ADD,117,BUY,3732876,338.50"
"ADD,118,SELL,1456348,339.00"
"ADD,119,SELL,3333675,337.65"
"ADD,120,SELL,3271743,330.10"
"ADD,121,SELL,2471284,330.25"
"CANCEL,60"
"ADD,122,SELL,2395016,333.70"
"CANCEL,29"
"ADD,123,BUY,1951207,329.25"
"CANCEL,4"
"ADD,124,SELL,4819689,337.40"
"ADD,125,SELL,6151601,337.75"
"ADD,126,BUY,1834008,336.95"
"ADD,127,SELL,1448300,336.50"
"CANCEL,28"
"ADD,128,SELL,5423766,339.55"
"ADD,129,BUY,3300159,335.60"
"ADD,130,BUY,1655254,333.60"
"ADD,131,BUY,1190817,332.20"
"ADD,132,SELL,2165046,330.40"
"ADD,133,SELL,3066115,336.90"
"ADD,134,BUY,2740898,336.55"
"ADD,135,SELL,7875701,353.90"
"CANCEL,43"
"ADD,136,SELL,9780431,363.60"
"ADD,137,SELL,7549126,361.85"
"ADD,138,BUY,5956473,370.90"
"ADD,139,SELL,7055315,383.15"
"ADD,140,BUY,4331376,383.45"
"ADD,141,SELL,5918549,375.50"
"ADD,142,BUY,4199710,375.70"
"ADD,143,BUY,3798828,365.95"
"CANCEL,57"
"ADD,144,SELL,4866225,337.60"
"ADD,145,BUY,3828743,347.50"
"CANCEL,34"
"ADD,146,BUY,4212265,338.35"
"ADD,147,BUY,3466621,341.95"
"ADD,148,BUY,2857067,341.30"
"ADD,149,BUY,6614226,351.90"
"ADD,150,SELL,4924399,345.60"
"ADD,151,SELL,2713333,342.50"
"ADD,152,SELL,2996291,343.15"
"ADD,153,BUY,1814978,346.65"
"ADD,154,SELL,1717130,340.15"
"ADD,155,BUY,2084877,340.40"
